start|1.0.0|2016-11-21 01:34:22.6979928|1B83B33F-111D-4623-A888-80C8B66F140E|Room Open Length||Germany;Hamburg;Noob
start|1.0.0|2016-11-21 02:38:22.6979928|055DC791-339D-40F3-AB70-24729D98C197|Room Open Length||Poland
start|1.0.0|2016-11-21 03:34:22.6979928|DF4B0240-E1DC-4612-80EF-DE06A0A0A33F|Room Open Length||
start|1.0.0|2016-11-21 04:34:22.6979928|D8C99B15-1B5A-49ED-8E38-81333F5E7FBF|Room Open Length||Rio de Janeiro
start|1.0.0|2016-11-21 05:34:22.6979928|97D7B1BF-FD25-4E28-91F9-E6614002013A|Level 1||India;Pro
start|1.0.0|2016-11-21 06:34:22.6979928|308B01AD-4A04-4E1E-9E08-50E036589341|Room Open Length|6C2971B3-F3E5-4A70-A836-18294C238FC7|
start|1.0.0|2016-11-21 07:34:22.6979928|A7F42C7A-E0CA-429C-99EF-57F919795E57|Room Open Length|0004C824-902C-409D-9C97-1D163B39AB67|
start|1.0.0|2016-11-21 08:34:22.6979928|29AD8188-25BA-472A-B1BC-60080BBF340B|Room Open Length|AD9877BD-BB51-412B-B7BA-C70E77EEF5A9|
start|1.0.0|2016-11-21 09:34:22.6979928|CC015D9E-8DED-4008-95B2-B92C8393466F|Room Open Length||
start|1.0.0|2016-11-21 10:34:22.6979928|8837A2ED-B4A4-47EF-B4DE-D88556530962|Room Open Length|DE75A246-EEB0-4A42-B35E-DF89979AD4EF|
start|1.0.0|2016-11-21 11:34:22.6979928|320A7CC1-C72F-4AE8-A382-4A8789FD19DD|Room Open Length|95C121F0-F240-4913-8397-BF77BE70F7DA|
start|1.0.0|2016-11-21 12:34:22.6979928|2985B8C3-6BF8-4157-A7EE-C51D97E7725C|Room Open Length|43A4BFC1-BC25-4ED4-81CF-75D710E65365|
start|1.0.0|2016-11-21 13:34:22.6979928|7D03AC1B-DA14-4AF8-BA75-50ACFACF8119|Room Open Length||
start|1.0.0|2016-11-21 14:34:22.6979928|3C7444E9-D217-4667-A7BA-267ED1FEFEA3|Room Open Length||
start|1.0.0|2016-11-21 15:34:22.6979928|A19942F2-8F02-4BC5-91E7-85F3CECCB36D|Room Open Length||
start|1.0.0|2016-11-21 16:34:22.6979928|308872E8-40D0-46F1-A708-57D779608B69|Room Open Length||
start|1.0.0|2016-11-21 17:34:22.6979928|7278C4F3-3D75-42A4-A5C2-04846F2E8AA8|Room Open Length||
start|1.0.0|2016-11-21 18:34:22.6979928|28810459-A335-4C10-9FC1-5ED59C5EA0E3|Room Open Length||
start|1.0.0|2016-11-21 19:34:22.6979928|62052EB0-92BD-4DDF-86B1-96BBC135C9C3|Room Open Length||
start|1.0.0|2016-11-21 20:34:22.6979928|514C940D-9040-4E16-AE7E-9EDF34E672C0|Room Open Length||
start|1.0.0|2016-11-21 22:14:22.6979928|7685975F-4CF4-4D99-A8E0-EB442DA583BC|Room Open Length||
start|1.0.0|2016-11-21 22:34:22.6979928|6953ACB6-CC57-411E-8B89-5609B7A78FCD|Room Open Length||
start|1.0.0|2016-11-21 23:34:22.6979928|3AB00B7C-F79F-4488-8A37-35846A0BEFFE|Room Open Length||
