start|1.0.0|2016-11-20 01:34:22.6979928|C12D6AB8-786D-4017-8288-CD0ECF528F0F|Room Open Length||Germany;Hamburg;Noob
start|1.0.0|2016-11-20 02:38:22.6979928|0C9E2AAD-9006-497C-B0A6-D76B05A1D20A|Room Open Length||Poland
start|1.0.0|2016-11-20 03:34:22.6979928|2CC00CE1-B3C7-46D4-967A-48C315778415|Room Open Length||
start|1.0.0|2016-11-20 04:34:22.6979928|A1945879-679A-411D-ACD5-9B22BBED9E73|Room Open Length||Rio de Janeiro
start|1.0.0|2016-11-20 05:34:22.6979928|C51A3944-5FB6-40B2-A445-6BD5D1156F0C|Level 1|4B56FDB4-EDD3-4382-AC35-4AD8AFE5FC7F|India;Pro
start|1.0.0|2016-11-20 06:34:22.6979928|E051391D-5A2C-4A3C-8B3A-525C60650C99|Room Open Length||
start|1.0.0|2016-11-20 07:34:22.6979928|081BF768-916F-4978-9D02-0CC2DBC4A884|Room Open Length||
start|1.0.0|2016-11-20 08:34:22.6979928|DCB47834-449F-4401-A6FF-BADF3174956C|Room Open Length||
start|1.0.0|2016-11-20 09:34:22.6979928|21B307D7-35E4-492F-95FF-85AA271950F1|Room Open Length||
start|1.0.0|2016-11-20 10:34:22.6979928|DDEE8A48-25EF-4497-A364-894D6E301D4B|Room Open Length||
start|1.0.0|2016-11-20 11:34:22.6979928|43D8F0E6-DF43-47EF-891E-797515666F17|Room Open Length||
start|1.0.0|2016-11-20 12:34:22.6979928|ADBE7659-9683-4B16-8A9C-B3C1868ED923|Room Open Length||
start|1.0.0|2016-11-20 13:34:22.6979928|0D4455CB-A7EC-4419-8055-4278FBEE4A86|Room Open Length||
start|1.0.0|2016-11-20 14:34:22.6979928|D51D6033-A166-43C0-A320-7D89310D960E|Room Open Length||
start|1.0.0|2016-11-20 15:34:22.6979928|8FEFA9F1-4D55-4570-B63D-09756ED10190|Room Open Length||
start|1.0.0|2016-11-20 16:34:22.6979928|8CAA4872-7B69-4603-AAE4-9C3A631FB910|Room Open Length||
start|1.0.0|2016-11-20 17:34:22.6979928|32EB6390-C8CB-4EEF-820B-3B1789E597FB|Room Open Length||
start|1.0.0|2016-11-20 18:34:22.6979928|B022D404-F476-4216-999C-0C572F70E305|Room Open Length||
start|1.0.0|2016-11-20 19:34:22.6979928|A5E9EAEC-DB8A-439C-9E56-49964E8F35E0|Room Open Length||
start|1.0.0|2016-11-20 20:34:22.6979928|6C0EA06D-EAE5-4CB7-AD57-10277A5EC1BF|Room Open Length||
start|1.0.0|2016-11-20 22:14:22.6979928|82E3F0EB-90D5-4E54-A849-D4DDFE6DD3B6|Room Open Length||
start|1.0.0|2016-11-20 22:34:22.6979928|03D53A0F-2F31-4C4D-993F-5C71152B4707|Room Open Length||
start|1.0.0|2016-11-20 23:34:22.6979928|5366B5FE-B2D0-4CC9-91DB-C784A33A501B|Room Open Length||
