game-stop|1.0.0|2017-01-27 12:35:34.0951880|ab0ad5d7-af23-4607-86f2-d1024ea1c85a
game-stop|1.0.0|2017-01-27 12:35:37.6167231|322b2cc2-e6e0-427f-887e-70dc8a1f02cc
game-stop|1.0.0|2017-01-27 12:35:46.8610221|1dc1f372-dae5-4ff4-afa0-70bfd69fdf4a
game-stop|1.0.0|2017-01-27 12:35:50.1801880|3c53164a-baf1-4341-87f1-0cb5c2e53759
game-stop|1.0.0|2017-01-27 12:35:53.3816359|8151350b-1cb4-42ac-b248-c7c6c76c9e2d
game-stop|1.0.0|2017-01-27 12:35:57.9057231|6e08b6df-42af-4bd5-8c30-fc6aa0f40a54
game-stop|1.0.0|2017-01-27 12:36:03.2161218|1a655955-eb90-43d7-96ac-07d2890091dd
game-stop|1.0.0|2017-01-27 12:36:11.4903041|c0475964-4d75-496a-a5f2-868f8eb7e884
game-stop|1.0.0|2017-01-27 12:36:18.8730592|6f608080-26c0-4a8e-aed9-2cbdb8422968
game-stop|1.0.0|2017-01-27 12:36:33.0631218|021cbe52-9458-4677-ba05-625e81076c8e
game-stop|1.0.0|2017-01-27 12:36:35.8991880|36352f76-f6ff-4eaa-bbef-db1bbd4e76bb
game-stop|1.0.0|2017-01-27 12:36:37.4736732|fce777ae-a012-4fa6-9181-6bde8b65e0e6
game-stop|1.0.0|2017-01-27 12:36:45.3968840|e302c9c5-ad6b-4c91-841c-fa0bec91a319
game-stop|1.0.0|2017-01-27 12:36:53.8341218|4e591a47-2938-43de-bb53-67a00d1492a1
game-stop|1.0.0|2017-01-27 12:36:54.7448840|2776a108-cc45-4cf1-90fa-ade25bcf5596
game-stop|1.0.0|2017-01-27 12:36:56.5210592|67961f3f-8571-4f60-99bd-deb663546809
game-stop|1.0.0|2017-01-27 12:36:56.3970221|720f3632-18b4-4eef-a653-fa865316f141
game-stop|1.0.0|2017-01-27 12:36:57.1248840|4722a2db-870d-4a72-8b1d-b3c02d938303
game-stop|1.0.0|2017-01-27 12:36:57.7736359|0afca308-4063-4510-807a-de1169344ee9
game-stop|1.0.0|2017-01-27 12:37:01.4733041|a2df312d-37de-4c38-a293-6154bcdfbda2
game-stop|1.0.0|2017-01-27 12:37:10.2597231|4279d15e-23b0-4f85-9568-4c3d88e8d963
game-stop|1.0.0|2017-01-27 12:37:10.5151985|f47f1cab-a257-40bf-954f-8d520d67e024
game-stop|1.0.0|2017-01-27 12:37:12.6961985|9f8dedbd-5699-4ea9-b5d7-1458d1ef30dc
game-stop|1.0.0|2017-01-27 12:37:13.9215817|95dea9b2-1e14-4ba2-8997-8419e58a115e
game-stop|1.0.0|2017-01-27 12:37:24.7871880|f4a8f29e-b597-4bfb-aef5-831ea77ae0c5
game-stop|1.0.0|2017-01-27 12:37:29.9167203|4e26aba4-e1dc-40b3-98b4-467ed21ff75d
game-stop|1.0.0|2017-01-27 12:37:30.0455480|39e2c0e0-f064-4eb9-a9b6-0a92cda85fbf
game-stop|1.0.0|2017-01-27 12:37:36.2535480|63fc5abe-860a-41cc-8b92-edbac9337e04
game-stop|1.0.0|2017-01-27 12:37:36.5220221|5f368dd2-9b83-49e7-83d8-3fab9c35604e
game-stop|1.0.0|2017-01-27 12:37:37.5704651|d27c7956-6c68-4922-907a-5e23ab53fb65
game-stop|1.0.0|2017-01-27 12:37:45.2441218|df00f82a-e060-4575-882c-3c973a4f337c
game-stop|1.0.0|2017-01-27 12:37:54.1836732|01a433f9-7d0a-4d96-bea9-046752ae21fd
game-stop|1.0.0|2017-01-27 12:38:04.7700452|eafcf274-c524-458d-9ffd-3cd5a4fc2049
game-stop|1.0.0|2017-01-27 12:38:06.7335817|07474035-807b-4b97-8565-3d36edf5c0f9
game-stop|1.0.0|2017-01-27 12:38:14.8022232|9df98574-965d-418f-8839-42acc0057594
game-stop|1.0.0|2017-01-27 12:38:17.9037203|1f2ec26f-98a1-4314-9e3f-a362bef38d5a
game-stop|1.0.0|2017-01-27 12:38:17.3753041|926df369-b7b8-405f-8d75-3be93fee8335
game-stop|1.0.0|2017-01-27 12:38:19.5340452|ff2ba2cf-3119-41f4-8a09-5feaf1e244e3
game-stop|1.0.0|2017-01-27 12:38:30.4693041|8694de20-59fd-4a41-878a-e16ff27332b1
game-stop|1.0.0|2017-01-27 12:38:41.4094651|040ff811-cec8-49a5-a707-9a33e7840fe2
game-stop|1.0.0|2017-01-27 12:38:45.2624651|b5dff144-d5ab-4ac3-827c-21b5721ab977
game-stop|1.0.0|2017-01-27 12:38:48.0716359|71f17105-e03f-4da2-967c-099f9ef44443
game-stop|1.0.0|2017-01-27 12:38:48.4272232|72703921-a1e0-4204-8b47-2ad9faa05eae
game-stop|1.0.0|2017-01-27 12:38:50.7265480|5a71fba2-f76c-4212-b9e8-8eca00631eb6
game-stop|1.0.0|2017-01-27 12:39:12.4358840|f67ead2b-c6e6-465a-bffe-0df3dd1efe40
game-stop|1.0.0|2017-01-27 12:39:11.0582562|e2661f30-a461-4326-9858-98b8055e8979
game-stop|1.0.0|2017-01-27 12:39:15.6720452|e5e94e90-77d0-47cd-ab8c-3e14b2a2cbb9
game-stop|1.0.0|2017-01-27 12:39:18.5656359|e7682a73-8684-4029-ab83-331bd2ed2a34
game-stop|1.0.0|2017-01-27 12:39:20.5610592|8b05fa91-bf69-4d46-8140-1a53945023f0
game-stop|1.0.0|2017-01-27 12:39:25.4341985|9e7d2f97-8457-4a22-9cc9-0e39c86b5818
game-stop|1.0.0|2017-01-27 12:39:27.0270934|5de23978-a6e7-4d18-ae6b-b39e7ebd11a3
game-stop|1.0.0|2017-01-27 12:39:34.8845817|a2242c58-9897-4e74-aa02-e1f73f476581
game-stop|1.0.0|2017-01-27 12:39:37.6548840|3ef4e40f-9c75-4454-9712-b4748591040c
game-stop|1.0.0|2017-01-27 12:39:36.1770452|14dfc7c2-f043-4315-a51b-f9c7263ef176
game-stop|1.0.0|2017-01-27 12:39:39.0371985|25e43092-058c-425c-9ff2-0b3e11903f6e
game-stop|1.0.0|2017-01-27 12:39:37.5833041|ebb20663-c442-4a12-a115-64b94c631bcf
game-stop|1.0.0|2017-01-27 12:39:40.3536732|2112bf9f-ef19-4ead-b7cf-56091ddf0051
game-stop|1.0.0|2017-01-27 12:39:40.7510221|7f24d6ca-3aa5-4bb9-9c8d-d27602fcbec4
game-stop|1.0.0|2017-01-27 12:39:40.3370934|b2644d44-a8fc-4fd9-850f-8660e9aac025
game-stop|1.0.0|2017-01-27 12:39:48.8481985|49f40c86-00f7-4eb5-824e-eddd8c7e788b
game-stop|1.0.0|2017-01-27 12:39:56.7734651|5e6ab2c7-7992-4d7f-856f-078272bd0760
game-stop|1.0.0|2017-01-27 12:40:03.2055480|3c6d9fa4-403e-47b2-90d7-b0aec79bcdb7
game-stop|1.0.0|2017-01-27 12:40:03.0321880|c64d328f-3d81-416d-a7a9-501054fa27bb
game-stop|1.0.0|2017-01-27 12:40:03.9627231|69d4a124-f4ed-4c7a-be99-f9648fcff30e
game-stop|1.0.0|2017-01-27 12:40:08.9986732|ad4c5e70-8d03-4795-9a81-384b821dd6d1
game-stop|1.0.0|2017-01-27 12:40:16.0577242|f5b2f4e4-9bfd-4c05-9c56-6986e0e1013d
